Domain	Phylum	Class	Order	Family	Genus	Phylum_r	Class_r	Order_r	Family_r	Genus_r
Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722FA	0.44	0.39	0.39	0.1	0.1
Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45FA	0.44	0.39	0.39	0.41	0.41
Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	0.44	0.39	0.39	0.34	0.34
Bacteria	Chloroflexi	Dehalococcoidia	661239	661239OR	661239OR	0.44	0.54	0.03	0.03	0.03
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	0.44	0.54	0.36	0.47	0.47
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidales Incertae Sedis	Dehalobium	0.44	0.54	0.36	-0.24	-0.24
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	DehalococcoidalesOR	DehalococcoidalesOR	0.44	0.54	0.36	0.22	0.22
Bacteria	Chloroflexi	Dehalococcoidia	DehalococcoidiaCL	DehalococcoidiaCL	DehalococcoidiaCL	0.44	0.54	0.35	0.35	0.35
Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3OR	GIF3OR	0.44	0.54	0.21	0.21	0.21
Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	AB-539-J10FA	0.44	0.54	0.33	0.41	0.41
Bacteria	Chloroflexi	Dehalococcoidia	GIF9	GIF9OR	GIF9OR	0.44	0.54	0.33	0.27	0.27
Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	MSBL5OR	MSBL5OR	0.44	0.54	-0.1	-0.1	-0.1
Bacteria	Chloroflexi	Dehalococcoidia	S085	S085OR	S085OR	0.44	0.54	0.42	0.42	0.42
Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	SAR202 cladeOR	SAR202 cladeOR	0.44	0.54	0.29	0.29	0.29
Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	vadinBA26OR	vadinBA26OR	0.44	0.54	0.35	0.35	0.35
Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136CL	Gitt-GS-136CL	Gitt-GS-136CL	0.44	0.01	0.01	0.01	0.01
Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66CL	JG30-KF-CM66CL	JG30-KF-CM66CL	0.44	0.41	0.41	0.41	0.41
Bacteria	Chloroflexi	KD4-96	KD4-96CL	KD4-96CL	KD4-96CL	0.44	0.34	0.34	0.34	0.34
Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119OR	C0119OR	0.44	0.46	0.46	0.46	0.46
Bacteria	Chloroflexi	OLB14	OLB14CL	OLB14CL	OLB14CL	0.44	0.17	0.17	0.17	0.17
Bacteria	Chloroflexi	SHA-26	SHA-26CL	SHA-26CL	SHA-26CL	0.44	0.45	0.45	0.45	0.45
Bacteria	Chloroflexi	TK10	TK10CL	TK10CL	TK10CL	0.44	0.36	0.36	0.36	0.36
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	CloacimonadaceaeFA	0.24	0.24	0.24	0.17	0.17
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	CloacimonadalesOR	CloacimonadalesOR	0.24	0.24	0.24	0.19	0.19
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	MSBL8FA	0.24	0.24	0.24	-0.14	-0.14
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	PBS-18	PBS-18FA	0.24	0.24	0.24	0.24	0.24
Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	ChloroplastOR	ChloroplastOR	-0.26	-0.27	-0.26	-0.26	-0.26
Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Roseofilum AO1-A	-0.26	-0.27	-0.14	-0.09	-0.09
Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Phormidium ETS-05	-0.26	-0.27	-0.14	-0.17	-0.17
Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	-0.26	-0.27	-0.15	-0.15	-0.15
Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	GastranaerophilalesOR	GastranaerophilalesOR	-0.26	0.19	0.28	0.28	0.28
Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	ObscuribacteraceaeFA	-0.26	0.19	-0.21	-0.21	-0.21
Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	DadabacterialesOR	DadabacterialesOR	-0.47	-0.47	-0.47	-0.47	-0.47
Bacteria	Deferrisomatota	Defferrisomatia	Defferrisomatales	Defferrisomataceae	Deferrisoma	-0.17	-0.17	-0.17	-0.17	-0.17
Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	-0.19	-0.19	-0.19	-0.19	-0.19
Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	BabeliaceaeFA	0.01	0.01	0.01	0	0
Bacteria	Dependentiae	Babeliae	Babeliales	BabelialesOR	BabelialesOR	0.01	0.01	0.01	0.24	0.24
Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	UBA12409FA	0.01	0.01	0.01	0.14	0.14
Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	VermiphilaceaeFA	0.01	0.01	0.01	-0.05	-0.05
Bacteria	Desulfobacterota	Desulfarculia	Desulfarculales	Desulfarculaceae	Desulfocarbo	-0.25	-0.2	-0.2	-0.2	-0.2
Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	-0.25	0.1	0.1	0.1	0.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	-0.25	-0.24	-0.13	-0.13	-0.13
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	-0.25	-0.24	-0.26	-0.02	0.18
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	DesulfobacteraceaeFA	-0.25	-0.24	-0.26	-0.02	-0.19
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	-0.25	-0.24	-0.26	-0.02	0.13
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoconvexum	-0.25	-0.24	-0.26	-0.02	-0.05
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	DesulfobacteralesOR	DesulfobacteralesOR	-0.25	-0.24	-0.26	-0.06	-0.06
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	DesulfococcaceaeFA	-0.25	-0.24	-0.26	-0.24	-0.13
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfococcus	-0.25	-0.24	-0.26	-0.24	-0.23
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfonema	-0.25	-0.24	-0.26	-0.24	-0.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatirhabdium	-0.25	-0.24	-0.26	-0.25	0.28
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	-0.25	-0.24	-0.26	-0.25	-0.22
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	-0.25	-0.24	-0.26	-0.25	-0.23
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	DesulfosarcinaceaeFA	-0.25	-0.24	-0.26	-0.25	-0.2
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Incertae Sedis	-0.25	-0.24	-0.26	-0.25	0.06
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	LCP-80	-0.25	-0.24	-0.26	-0.25	-0.28
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	-0.25	-0.24	-0.26	-0.25	-0.12
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	-0.25	-0.24	-0.26	-0.25	-0.23
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Cand. Electrothrix	-0.25	-0.42	-0.42	-0.34	-0.27
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	DesulfobulbaceaeFA	-0.25	-0.42	-0.42	-0.34	-0.32
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	-0.25	-0.42	-0.42	-0.34	-0.19
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	DesulfobulbalesOR	DesulfobulbalesOR	-0.25	-0.42	-0.42	-0.16	-0.16
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	[Desulfobacterium] catecholicum group	-0.25	-0.42	-0.42	-0.35	0.23
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	-0.25	-0.42	-0.42	-0.35	-0.05
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	DesulfocapsaceaeFA	-0.25	-0.42	-0.42	-0.35	-0.29
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfofustis	-0.25	-0.42	-0.42	-0.35	-0.24
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfopila	-0.25	-0.42	-0.42	-0.35	-0.12
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfoprunum	-0.25	-0.42	-0.42	-0.35	0.26
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	-0.25	-0.42	-0.42	-0.35	-0.2
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfotalea	-0.25	-0.42	-0.42	-0.35	-0.24
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	SEEP-SRB4	-0.25	-0.42	-0.42	-0.35	-0.29
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	-0.25	-0.42	-0.42	0	-0.03
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	DesulfurivibrionaceaeFA	-0.25	-0.42	-0.42	0	0.01
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	MSBL7	-0.25	-0.42	-0.42	0	0.06
Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	-0.25	0.12	0.12	0.12	0.12
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	-0.25	0.23	0.23	0.2	0.2
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	-0.25	0.23	0.23	0.17	0.17
Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	BradymonadalesOR	BradymonadalesOR	-0.25	-0.19	-0.1	-0.1	-0.1
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Cand. Deferrimonas	-0.25	-0.19	-0.19	0.27	0.28
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	DesulfuromonadaceaeFA	-0.25	-0.19	-0.19	0.27	0.27
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	-0.25	-0.19	-0.19	0.27	0.09
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Trichloromonas	-0.25	-0.19	-0.19	0.27	0.29
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	DesulfuromonadalesOR	DesulfuromonadalesOR	-0.25	-0.19	-0.19	0.31	0.31
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geoalkalibacteraceae	Geoalkalibacter	-0.25	-0.19	-0.19	0.09	0.09
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Desulfuromusa	-0.25	-0.19	-0.19	-0.18	-0.17
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Geopsychrobacter	-0.25	-0.19	-0.19	-0.18	-0.19
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	GeopsychrobacteraceaeFA	-0.25	-0.19	-0.19	-0.18	-0.19
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	Geothermobacter	-0.25	-0.19	-0.19	-0.1	-0.1
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	MA-28-I98C	MA-28-I98CFA	-0.25	-0.19	-0.19	0.25	0.25
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Sva1033	Sva1033FA	-0.25	-0.19	-0.19	-0.38	-0.38
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	-0.25	-0.19	-0.19	-0.12	-0.12
Bacteria	Desulfobacterota	Desulfuromonadia	DesulfuromonadiaCL	DesulfuromonadiaCL	DesulfuromonadiaCL	-0.25	-0.19	-0.17	-0.17	-0.17
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	-0.25	-0.19	0.1	0.1	0.45
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	-0.25	-0.19	0.1	0.1	0.36
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	GeobacteraceaeFA	-0.25	-0.19	0.1	0.1	-0.01
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	-0.25	-0.19	0.1	0.1	0.15
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Trichlorobacter	-0.25	-0.19	0.1	0.1	-0.2
Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19OR	PB19OR	-0.25	-0.19	-0.2	-0.2	-0.2
Bacteria	Desulfobacterota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	DissulfuribacteraceaeFA	-0.25	-0.09	-0.09	-0.09	-0.09
Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella	-0.25	0.45	0.45	0.33	0.33
Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus	-0.25	0.45	0.45	0.52	0.52
Bacteria	Desulfobacterota	Syntrophia	Syntrophales	SyntrophalesOR	SyntrophalesOR	-0.25	0.45	0.45	0.38	0.38
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus	-0.25	0.04	0.04	0.15	-0.28
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	-0.25	0.04	0.04	0.15	0.24
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	-0.25	0.04	0.04	0.15	0.32
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	SyntrophobacteraceaeFA	-0.25	0.04	0.04	0.15	0.06
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	SyntrophobacteralesOR	SyntrophobacteralesOR	-0.25	0.04	0.04	-0.2	-0.2
Bacteria	Desulfobacterota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	-0.25	0.38	0.38	0.38	0.38
Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	Lineage IVOR	Lineage IVOR	-0.28	-0.31	-0.3	-0.3	-0.3
Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	MVP-88OR	MVP-88OR	-0.28	-0.31	-0.22	-0.22	-0.22
Bacteria	Elusimicrobiota	Lineage IIa	Lineage IIaCL	Lineage IIaCL	Lineage IIaCL	-0.28	-0.28	-0.28	-0.28	-0.28
Bacteria	Elusimicrobiota	Lineage IIb	Lineage IIbCL	Lineage IIbCL	Lineage IIbCL	-0.28	-0.17	-0.17	-0.17	-0.17
Bacteria	Elusimicrobiota	Lineage IIc	Lineage IIcCL	Lineage IIcCL	Lineage IIcCL	-0.28	-0.25	-0.25	-0.25	-0.25
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Cand. Entotheonella	0.39	0.39	0.39	0.39	0.35
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	EntotheonellaceaeFA	0.39	0.39	0.39	0.39	0.38
Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	FermentibacteraceaeFA	0.33	0.33	0.33	0.33	0.33
Bacteria	Fibrobacterota	Chitinivibrionia	ChitinivibrioniaCL	ChitinivibrioniaCL	ChitinivibrioniaCL	0.27	0.28	0.28	0.28	0.28
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	B122	B122FA	0.27	0.24	0.24	0.31	0.31
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	BBMC-4	BBMC-4FA	0.27	0.24	0.24	0.23	0.23
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	FibrobacteraceaeFA	0.27	0.24	0.24	-0.24	-0.23
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04	0.27	0.24	0.24	-0.24	-0.19
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	EUB33-2	0.57	0.52	0.14	0.14	0.14
Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Acidibacillus	0.57	0.52	0.32	0.32	0.21
Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	0.57	0.52	0.32	0.32	0.17
Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	0.57	0.52	0.32	0.32	0.31
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.57	0.52	0.5	0.52	0.51
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	0.57	0.52	0.5	0.52	0.39
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	0.57	0.52	0.5	0.52	0.42
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pontibacillus	0.57	0.52	0.5	0.52	0.35
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sediminibacillus	0.57	0.52	0.5	0.52	0.27
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	0.57	0.52	0.5	0.52	0.54
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	0.57	0.52	0.5	0.52	0.32
Bacteria	Firmicutes	Bacilli	Bacillales	BacillalesOR	BacillalesOR	0.57	0.52	0.5	0.08	0.08
Bacteria	Firmicutes	Bacilli	Bacillales	Marinococcaceae	Salsuginibacillus	0.57	0.52	0.5	0.26	0.26
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	0.57	0.52	0.5	0.5	0.43
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0.57	0.52	0.5	0.5	0.26
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	PlanococcaceaeFA	0.57	0.52	0.5	0.5	0.41
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	0.57	0.52	0.5	0.5	0.52
Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus	0.57	0.52	0.5	-0.05	-0.05
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	0.57	0.52	0.13	0.13	0.17
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	0.57	0.52	0.13	0.13	-0.19
Bacteria	Firmicutes	Bacilli	Haloplasmatales	Haloplasmataceae	Haloplasma	0.57	0.52	0.24	0.24	0.24
Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	IzemoplasmataceaeFA	0.57	0.52	0.13	0.13	0.13
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	0.57	0.52	0.38	0.38	0.38
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	0.57	0.52	0.57	0.57	0.5
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	0.57	0.52	0.57	0.57	0.48
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	PaenibacillaceaeFA	0.57	0.52	0.57	0.57	0.42
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	0.57	0.52	0.57	0.57	0.51
Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella	0.57	0.52	0.49	0.49	0.49
Bacteria	Firmicutes	BRH-c20a	BRH-c20aCL	BRH-c20aCL	BRH-c20aCL	0.57	0.39	0.39	0.39	0.39
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	0.57	0.46	0.3	0.3	0.26
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	ChristensenellaceaeFA	0.57	0.46	0.3	0.3	0.31
Bacteria	Firmicutes	Clostridia	ClostridiaCL	ClostridiaCL	ClostridiaCL	0.57	0.46	-0.01	-0.01	-0.01
Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	CaloramatoraceaeFA	0.57	0.46	0.43	0.42	0.47
Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	0.57	0.46	0.43	0.42	0.4
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	ClostridiaceaeFA	0.57	0.46	0.43	0.43	0.09
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	0.57	0.46	0.43	0.43	0.31
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 10	0.57	0.46	0.43	0.43	0.4
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 11	0.57	0.46	0.43	0.43	-0.1
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	0.57	0.46	0.43	0.43	0.42
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 5	0.57	0.46	0.43	0.43	0.2
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 8	0.57	0.46	0.43	0.43	0.45
Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesOR	ClostridialesOR	0.57	0.46	0.43	0.28	0.28
Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter	0.57	0.46	0.43	0.13	0.13
Bacteria	Firmicutes	Clostridia	Eubacteriales	Alkalibacteraceae	Alkalibacter	0.57	0.46	0.34	0.34	0.34
